"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2020/21","H82060","12 months","MenB","Meningococcal group B disease vaccine",90,92,0.978260869565217,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  2"
"2020/21","H82060","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",89,92,0.967391304347826,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  3"
"2020/21","H82060","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",63,92,0.684782608695652,"Low (<90%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN"," 29"
"2020/21","H82060","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",86,92,0.934782608695652,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  6"
"2020/21","H82060","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",89,93,0.956989247311828,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2020/21","H82060","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",86,93,0.924731182795699,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  7"
"2020/21","H82060","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",86,93,0.924731182795699,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  7"
"2020/21","H82060","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",88,93,0.946236559139785,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  5"
"2020/21","H82060","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",86,93,0.924731182795699,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  7"
"2020/21","H82060","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",80,81,0.987654320987654,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  1"
"2020/21","H82060","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",78,81,0.962962962962963,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  3"
"2020/21","H82060","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",75,81,0.925925925925926,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  6"
"2020/21","H82060","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",79,81,0.975308641975309,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  2"
"2020/21","H82060","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",77,81,0.950617283950617,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2020/21","H82061","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",67,70,0.957142857142857,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  3"
"2020/21","H82061","12 months","MenB","Meningococcal group B disease vaccine",66,70,0.942857142857143,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  4"
"2020/21","H82061","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",68,70,0.971428571428571,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82061","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",54,70,0.771428571428572,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN"," 16"
"2020/21","H82061","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",64,70,0.914285714285714,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  6"
"2020/21","H82061","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",61,63,0.968253968253968,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82061","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",60,63,0.952380952380952,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  3"
"2020/21","H82061","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",61,63,0.968253968253968,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82061","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",61,63,0.968253968253968,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82061","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",60,63,0.952380952380952,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  3"
"2020/21","H82061","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",59,61,0.967213114754098,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82061","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",55,61,0.901639344262295,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  6"
"2020/21","H82061","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",57,61,0.934426229508197,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  4"
"2020/21","H82061","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",60,61,0.983606557377049,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  1"
"2020/21","H82061","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",59,61,0.967213114754098,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  2"
"2020/21","H82063","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",136,145,0.937931034482759,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN","  9"
"2020/21","H82063","12 months","MenB","Meningococcal group B disease vaccine",137,145,0.944827586206897,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN","  8"
"2020/21","H82063","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",138,145,0.951724137931034,"High (95%+)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN","  7"
"2020/21","H82063","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",101,145,0.696551724137931,"Low (<90%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 44"
"2020/21","H82063","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",121,145,0.83448275862069,"Low (<90%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 24"
"2020/21","H82063","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",158,164,0.963414634146341,"High (95%+)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN","  6"
"2020/21","H82063","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",155,164,0.945121951219512,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN","  9"
"2020/21","H82063","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",153,164,0.932926829268293,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 11"
"2020/21","H82063","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",154,164,0.939024390243902,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 10"
"2020/21","H82063","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",154,164,0.939024390243902,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 10"
"2020/21","H82063","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",155,169,0.917159763313609,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 14"
"2020/21","H82063","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",151,169,0.893491124260355,"Low (<90%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 18"
"2020/21","H82063","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",152,169,0.899408284023669,"Low (<90%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 17"
"2020/21","H82063","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",157,169,0.928994082840237,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 12"
"2020/21","H82063","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",155,169,0.917159763313609,"Medium (90-95%)","Moatfield Surgery","RH19 3GW",-0.013038,51.131681,"U80779","East Grinstead PCN"," 14"
"2020/21","H82064","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",124,133,0.932330827067669,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  9"
"2020/21","H82064","12 months","MenB","Meningococcal group B disease vaccine",124,133,0.932330827067669,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  9"
"2020/21","H82064","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",126,133,0.947368421052632,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  7"
"2020/21","H82064","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",95,133,0.714285714285714,"Low (<90%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 38"
"2020/21","H82064","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",121,133,0.909774436090226,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 12"
"2020/21","H82064","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",141,152,0.927631578947368,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 11"
"2020/21","H82064","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",142,152,0.934210526315789,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 10"
"2020/21","H82064","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",142,152,0.934210526315789,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 10"
"2020/21","H82064","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",141,152,0.927631578947368,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 11"
"2020/21","H82064","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",135,152,0.888157894736842,"Low (<90%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 17"
"2020/21","H82064","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",164,167,0.982035928143712,"High (95%+)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  3"
"2020/21","H82064","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",159,167,0.952095808383233,"High (95%+)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  8"
"2020/21","H82064","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",153,167,0.916167664670659,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 14"
"2020/21","H82064","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",162,167,0.970059880239521,"High (95%+)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN","  5"
"2020/21","H82064","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",157,167,0.940119760479042,"Medium (90-95%)","Southgate Medical Group","RH10 6TE",-0.194559,51.102316,"U52694","Crawley Care Collaborative PCN"," 10"
"2020/21","H82065","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",106,110,0.963636363636364,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  4"
"2020/21","H82065","12 months","MenB","Meningococcal group B disease vaccine",106,110,0.963636363636364,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  4"
"2020/21","H82065","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",107,110,0.972727272727273,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  3"
"2020/21","H82065","12 months","PCV2","PCV vaccine (pneumococcal disease; second dose - scheduling has since changed)",80,110,0.727272727272727,"Low (<90%)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN"," 30"
"2020/21","H82065","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",103,110,0.936363636363636,"Medium (90-95%)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  7"
